category,temizlenmis_title,temizlenmis_description,source
politics,türkiye karşıtı senatör suçlu bulundu,abdde rüşvet yolsuzluk suçlamalarıyla yargılanan demokrat partili new jersey senatörü bob menendez hafta süren yargılama sonucunda suçlu bulundu ayrı suçlamanın tamamından suçlu olduğuna karar verilen menendez maddelerin için yıla kada,Haberturk.com
economics,iab avrupa adex benchmark raporundan öne çıkanlar,iab europe adex benchmark raporunu yayınladı rapora göre avrupadaki dijital reklamcılık pazarı yüzde lik güçlü büyüme gösterdi milyar euro tüm zamanların en yüksek pazar değerine ulaştı türkiye dijital reklam yatırımlarının,Webrazzi.com
sports,milli futbol takımını coşturan sözler boydan boya afişlerle donatıldı oyuncular dünyadan izole edildi,millilerin antrenman sahası oyuncuları motive edici mesajların yer aldığı afişlerle donatıldı,Hurriyet.com.tr
politics,bakan göktaş türkiye yüzyılda gençlerin başarısı yükselmeye devam edecek,istanbul galata üniversitesi mezuniyet töreninde konuşan aile sosyal hizmetler bakanı mahinur özdemir göktaş türkiye yüzyılda gençlerin başarısı yükselmeye devam edecek türkiye yüzyılı gençlerin yüzyılı olacak dedi,Hurriyet.com.tr
politics,tbmm başkanı numan kurtulmuş demokrasilerde örgütlü sivil toplumların gücünün üstünde güç yok,tbmm başkanı numan kurtulmuş güçlü türkiye güçlü toplum anlayışıyla önümüzdeki döneme güçlü şekilde giriyoruz türkiye olarak karşımıza çıkan birtakım tehditlerden yılarak birtakım gelişmelerden çekilip geri adım atarak önümüzdeki fı,Hurriyet.com.tr
sports,türkiye euro te gruptan nasıl çıkar,avrupa futbol şampiyonası euro f grubuda portekizin ardında ikinci sırada bulunan milli takımı gruptaki son maçında çekya karşı karşıya geliyor haziran çarşamba günü saat oynanacak zorlu mücadele öncesinde türkiye euro te g,Haberturk.com
sports,türkiye hangi yıl dünya kupasında oldu,türkiye dünya futbolunun en prestijli organizasyonu olan dünya kupasında tarihi başarıya imza atarak yılında üçüncü olmuştur başarı türk futbolunun uluslararası arenada kazandığı en büyük başarılar arasında yer alır peki dünya kupası kaç yıl,Haberturk.com
politics,hırvatistan bosna hersekten türkiye açıklaması,hırvatistan bosna hersek dışişleri bakanları türkiye oldukça iyi ilişkilere sahip olduklarını ilişkilerin alanda gelişmesi için çalışmalarına devam edeceklerini belirtti,Haberturk.com
sports,türkiye için büyük fırsat,beşiktaşın avusturyalı eski futbolcusu veli kavlak yarın türkiye karşısında avusturyayı adım önde gördüğünü söyledi kavlak ayrıca türkiyenin hazırlık maçında rakibine kaybetmiş olmasının motivasyon açısından kırmızıbeyazlı takım için önemli,Haberturk.com
sports,türkiyeçekya euro maçı zaman,türkiye çekya maçına sayılı saatler kaldı f grubunda oynadığı ilk maçında gürcistanı mağlup etmeyi başaran ay yıldızlılar portekiz karşısında mağlup olarak son şansını son maça taşıdı kritik maç öncesinde türkiye çekya maçı zaman saat,Haberturk.com
sports,türkiye tehlikeli takım haline geldi,türkiyede dönem göztepe forması giyen portekiz milli takımının eski kalecisi beto teknik direktör vincenzo montellanın göreve gelmesiyle birlikte türkiyenin taktiksel yönünün kuvvetlendiğini belirterek sayede kırmızıbeyazlıların tehlikeli,Haberturk.com
sports,euro türkiyeçekya maçı zaman,milli futbol takımı euro f grubu üçüncü maçında çekya karşı karşıya geliyor f grubunda oynadığı ilk maçında gürcistanı mağlup etmeyi başaran ay yıldızlılar portekiz karşısında mağlup olarak son şansını son maça taşıdı kritik maç ön,Haberturk.com
sports,cumhurbaşkanı erdoğan türkiyehollanda maçını izleyecek,cumhurbaşkanı erdoğan avrupa şampiyonasında çeyrek finale yükselen milli futbol takımımızı desteklemek için azerbaycan programını iptal etti cumhurbaşkanı erdoğanın cumartesi akşamı türkiyehollanda maçını izlemek için berline gideceği öğrenildi,Haberturk.com
economics,türkiyeab ticaret diyaloğunda gümrük birliği mesajı,ticaret bakanı ömer bolat komisyonunun ekonomiden sorumlu başkan yardımcısı valdis dombrovskis brükselde düzenlenen türkiye avrupa birliği arasında yüksek düzey ticaret diyaloğu toplantısına katıldı ticaret bakanı ömer bolat uluslararası t,Haberturk.com
other,depremzede öğrenci yksde türkiye birincisi oldu,yükseköğretim kurumları sınavının yks türkiye birincilerinden malatyadaki depremzede öğrenci arda taşdemir oldu geçen yıl yksya giren istediği sonuç gelmeyince tercih yapmayan arda yıl yeniden girdiği sınavda türkiye birincisi,Haberturk.com
politics,türkiye yüzyılı maarif modeli davalık oldu,cumhuriyet halk partisi chp türkiye yüzyılı maarif modeline ilişkin idari işlemin iptali yürütmenin durdurulması talebiyle danıştayda dava açtı chp genel başkan yardımcısı suat özçağdaş türkiye yüzyılı maarif modeline kamuoyu sendikalar bazı siya,Haberturk.com
economics,türkiye sigorta ayda büyüdü,türkiye sigorta yılının ilk yarısında yüzde büyüyerek milyar tl prim üretti,Haberturk.com
politics,türkiye somali denizlerinde doğalgaz petrol arayacak,enerji tabii kaynaklar bakanı alparslan bayraktar türkiyenin somali denizlerinde blokta hidrokarbon kaynağı arayacağını bildirdi,Haberturk.com
other,eylem tok oğlunu tutuklayan abd iade dosyasında suça yeğen gülenin itiraflarına rağmen fetö elebaşının ifadesini bile almıyor,günlerdir türkiyede cinayet gibi kazanın zanlısı olan eylem tok oğlunun abdde tutuklanması yargılanması konuşuluyor,Hurriyet.com.tr
other,marmara denizinde uçan balık yakalandı türkiye deniz canlıları müzesine eklenecek,marmara denizi adalar açıklarında balıkçılar tarafından uçak balık yakalandı uzun süredir marmara denizinde uçan balıkların bulunmadığını belirten türkiye deniz canlıları müzesi kurucusu balıkçı kenan balcı havaların ısınması birlikte farklı tür balıkl,Hurriyet.com.tr
politics,bakan göktaş türkiyebelçika dostluğunun artarak devam etmesini temenni ediyorum,belçika türkiyenin türk işçilerin belçikaya göçünü kolaylaştırmak amacıyla imzaladığı göç anlaşmasının yılı gurbet kuşu festivali kutlandı programda konuşan aile sosyal hizmetler bakanı mahinur özdemir göktaş göçün yıl dönümüyle,Hurriyet.com.tr
economics,türkiye eticaret ekosistemi raporundan öne çıkanlar,türkiye eticaret ekosistemi raporunun sonuçları açıklandı iyzico dogma alares elektronik ticaret işletmecileri derneği etid iş birliğiyle hazırlanan raporda paylaşılan bilgilere göre yılında yüzde büyüyen eticaret sektörünün satış hac,Webrazzi.com
sports,ronald koeman hürriyete konuştu en arzulu futbolcular en iyi taraftar türkiyedeydi,hollanda milli takımı teknik direktörü ronald koemanla euro yarı finalinde ingiltereye yenildikleri maçın ardından kısa hoş sohbet gerçekleştirdik,Hurriyet.com.tr
politics,nato zirvesinde türkiyenin kazanımları,natonun washingtonda yapılan zirvesinde sonuç bildirgesi açıklanırken türkiyenin önem verdiği konunun metne yansıdığı görüldü,Hurriyet.com.tr
politics,abdnin suriyedeki pkk planı,cumhurbaşkanı erdoğan suriye devlet başkanı beşşar esedin karşılıklı açıklamaları son olarak erdoğanın esedi türkiyeye davet edeceği yönündeki sözleri gözleri erdoğanesed görüşmesine çevirdi,Hurriyet.com.tr
politics,ermenistanla ilişkileri görüştüler,dışişleri bakanı hakan fidan azerbaycanın şuşa kentinde azerbaycan cumhurbaşkanı ilham aliyevi ziyaret etti kabulde azerbaycan türkiye arasında imzalanan şuşa beyannamesinin türk dünyasındaki birlik dayanışmanın önemine değinildiği aktarılan açı,Haberturk.com
