title,description,publishedAt,category,temizlenmis_title,temizlenmis_description,source
Asgari ücrete ara zam var mı?,"Ekonominin gündem konularından biri olan asgari ücret zammı hakkında son gelişmeler merak ediliyor. Emekli ve memur zammının netleşmesinden sonra gözler asgari ücrete döndü. Ancak hükümet tarafından yapılan açıklamalar, bu sene bir zammın olmayacağını işaret …",2024-07-14T07:03:56Z,economics,asgari ücrete ara zam var mı,ekonominin gündem konularından olan asgari ücret zammı hakkında son gelişmeler merak ediliyor emekli memur zammının netleşmesinden sonra gözler asgari ücrete döndü hükümet tarafından yapılan açıklamalar sene zammın olmayacağını işaret,Haberturk.com
"BYD’nin 1 milyar dolarlık Türkiye yatırımı, dünya basınında gündem oldu!","Bu içerik ilk olarak BYD’nin 1 milyar dolarlık Türkiye yatırımı, dünya basınında gündem oldu! adresinde yayınlandı Teknoloji Haberleri - ShiftDelete.Net.",2024-07-09T09:00:00Z,technology,bydnin milyar dolarlık türkiye yatırımı dünya basınında gündem oldu,içerik ilk olarak bydnin milyar dolarlık türkiye yatırımı dünya basınında gündem oldu adresinde yayınlandı teknoloji haberleri shiftdeletenet,Shiftdelete.net
Kabine Toplantısı kararları bekleniyor,Bayram sonrası ilk kez Cumhurbaşkanı Erdoğan liderliğinde Kabine Toplantısı gerçekleşecek. Bu hafta yapılması beklenen yeni Kabine Toplantısı tarihi belli oldu. Murat Kurum ve Kemal Memişoğlu ise ilk kez toplantıya katılacak. Toplantının ana gündem maddesi em…,2024-07-02T08:58:07Z,politics,kabine toplantısı kararları bekleniyor,bayram sonrası ilk kez cumhurbaşkanı erdoğan liderliğinde kabine toplantısı gerçekleşecek hafta yapılması beklenen yeni kabine toplantısı tarihi belli oldu murat kurum kemal memişoğlu ise ilk kez toplantıya katılacak toplantının ana gündem maddesi em,Haberturk.com
Hülya Avşar'ın dansı gündem oldu,Hülya Avşar önce evinin bahçesindeki havuzda yüzdü. Sonra da komşu çocukları ile eğlendi. Havuz başında dans etti.,2024-07-04T05:06:16Z,entertainment,hülya avşarın dansı gündem oldu,hülya avşar önce evinin bahçesindeki havuzda yüzdü sonra komşu çocukları eğlendi havuz başında dans etti,Odatv.com
Üç kişilik evlenme teklifi gündem oldu,İki kadına birden evlenme teklifi eden adamın toplu evet aldığı video gündem oldu.,2024-06-19T16:18:05Z,other,üç kişilik evlenme teklifi gündem oldu,iki kadına birden evlenme teklifi eden adamın toplu evet aldığı video gündem oldu,Odatv.com
300 bin TL'lik Kabe sorusu gündem oldu,"Kim Milyoner Olmak İster'de dokuzuncu soruya gelen yarışmacıya, ""Kabe tam olarak güneyinizde kalıyorsa hangi il sınırları içerisinde olabilirsiniz?"" diye soruldu. Yiğit Ata Cankoy isimli genç, kazandığı para ödülüyle yarışmadan çekildi.",2024-06-24T10:12:15Z,entertainment,bin tllik kabe sorusu gündem oldu,kim milyoner olmak isterde dokuzuncu soruya gelen yarışmacıya kabe tam olarak güneyinizde kalıyorsa hangi il sınırları içerisinde olabilirsiniz diye soruldu yiğit ata cankoy isimli genç kazandığı para ödülüyle yarışmadan çekildi,Odatv.com
Kabine Toplantısı kararları açıklandı!,"Bayram sonrası ilk kez Cumhurbaşkanı Erdoğan liderliğinde Kabine Toplantısı gerçekleşti. Bu kapsamda, Murat Kurum ve Kemal Memişoğlu ise ilk kez toplantıya katıldı. Toplantının ana gündem maddeleri gündemdeki yerini aldı. Peki, 2 Temmuz Kabine Toplantısı kara…",2024-07-02T08:58:07Z,politics,kabine toplantısı kararları açıklandı,bayram sonrası ilk kez cumhurbaşkanı erdoğan liderliğinde kabine toplantısı gerçekleşti kapsamda murat kurum kemal memişoğlu ise ilk kez toplantıya katıldı toplantının ana gündem maddeleri gündemdeki yerini aldı peki temmuz kabine toplantısı kara,Haberturk.com
Trump'ın o fotoğrafı tişörtlere basıldı,"Eski ABD Başkanı Trump'a seçim mitinginde düzenlenen silahlı saldırı dünya gündemine otururken, Trump'ın saldırıdan hemen sonra sağ yumruğunu gökyüzüne kaldırdığı anlarda çekilen fotoğraf da gündem oldu. Dünyanın dört bir yanında gazete manşetlerinde yer alan…",2024-07-14T11:23:54Z,politics,trumpın fotoğrafı tişörtlere basıldı,eski abd başkanı trumpa seçim mitinginde düzenlenen silahlı saldırı dünya gündemine otururken trumpın saldırıdan hemen sonra sağ yumruğunu gökyüzüne kaldırdığı anlarda çekilen fotoğraf gündem oldu dünyanın dört yanında gazete manşetlerinde yer alan,Haberturk.com
Cumhurbaşkanı Erdoğan NATO Zirvesi'ne katılacak,"Cumhurbaşkanı Erdoğan, Washington'da bugün başlayan ve 11 Temmuz'da sonra erecek NATO Zirvesi'ne katılacak. 75. yaşını kutlamaya hazırlanan NATO'nun bu yılki zirve gündeminde, Rusya-Ukrayna Savaşı ana gündem maddesi olacak. 
Cumhurbaşkanı Erdoğan zirve kapsam…",2024-07-09T04:29:40Z,politics,cumhurbaşkanı erdoğan nato zirvesine katılacak,cumhurbaşkanı erdoğan washingtonda bugün başlayan temmuzda sonra erecek nato zirvesine katılacak yaşını kutlamaya hazırlanan natonun yılki zirve gündeminde rusyaukrayna savaşı ana gündem maddesi olacak cumhurbaşkanı erdoğan zirve kapsam,Haberturk.com
Stoltenberg: Washington Zirvesi'ndeki en acil görevimiz Ukrayna'ya destek olacak,"NATO Genel Sekreteri Jens Stoltenberg, Washington'daki NATO Zirvesi'nin en önemli gündem maddesinin, müttefiklerin Ukrayna'nın hem en acil ihtiyaçları hem de bu ülkeye uzun vadeli destek için anlaşmaları olacağını söyledi.

 - Anadolu Ajansı",2024-07-05T13:20:03Z,politics,stoltenberg washington zirvesindeki en acil görevimiz ukraynaya destek olacak,nato genel sekreteri jens stoltenberg washingtondaki nato zirvesinin en önemli gündem maddesinin müttefiklerin ukraynanın en acil ihtiyaçları ülkeye uzun vadeli destek için anlaşmaları olacağını söyledi anadolu ajansı,Anadolu Agency
Dünyanın iki farklı gündemi,"EURO 2024 ile İsrail'in saldırılarının sürdüğü Gazze'deki yıkım ve insani kriz, son dönemde dünya gündeminde yer alan iki önemli konu başlığı oldu. İki önemli gündem maddesinden yansıyan bazı fotoğraflar arasında ise benzerlikler göze çarpıyor.",2024-07-17T11:44:50Z,politics,dünyanın iki farklı gündemi,euro israilin saldırılarının sürdüğü gazzedeki yıkım insani kriz son dönemde dünya gündeminde yer alan iki önemli konu başlığı oldu iki önemli gündem maddesinden yansıyan bazı fotoğraflar arasında ise benzerlikler göze çarpıyor,Anadolu Agency
İstiklal Marşı okuyan Japonlar gündem oldu,Daha önce Müslüman olması ile haberlere konu olan Japon uyruklu Masataka Kobayashi bu kez de yeğeni ile birlikte İstiklal Marşı'nı okudu.,2024-07-09T22:54:00Z,other,istiklal marşı okuyan japonlar gündem oldu,önce müslüman olması haberlere konu olan japon uyruklu masataka kobayashi kez yeğeni birlikte istiklal marşını okudu,Odatv.com
Yalı Çapkını'nın yeni yıldızı pozlarıyla gündem oldu,"Yalı Çapkını'na ""Serpil"" karakteriyle katılacak olan oyuncu Türkü Su Demirel paylaşımıyla gündemde.",2024-07-16T14:41:26Z,entertainment,yalı çapkınının yeni yıldızı pozlarıyla gündem oldu,yalı çapkınına serpil karakteriyle katılacak olan oyuncu türkü su demirel paylaşımıyla gündemde,Odatv.com
"Bakan Şimşek'ten ""makam aracı""yla ilgili iddialara yanıt","Bakan Şimşek, bilinçli şekilde suni gündem oluşturulmak istendiğini belirterek, ""Buna karşı biz, makrofinansal istikrarı tesis etmek, sürdürülebilir yüksek büyümeye ulaşmak için uygulamaya koyduğumuz programımıza kararlılıkla devam edeceğiz."" dedi. - Anadolu …",2024-06-25T12:28:57Z,politics,bakan şimşekten makam aracıyla ilgili iddialara yanıt,bakan şimşek bilinçli şekilde suni gündem oluşturulmak istendiğini belirterek buna karşı biz makrofinansal istikrarı tesis etmek sürdürülebilir yüksek büyümeye ulaşmak için uygulamaya koyduğumuz programımıza kararlılıkla devam edeceğiz dedi anadolu,Anadolu Agency
Montella ile Arda arasındaki görüntü gündem oldu!,A Milli Futbol Takımı'nın İtalyan Teknik Direktörü Vincenzo Montella'nın Çekya maçının antrenmanında Arda Güler'in elinden yeleği çekip alması tepki çekti.,2024-06-23T18:34:00Z,sports,montella arda arasındaki görüntü gündem oldu,milli futbol takımının italyan teknik direktörü vincenzo montellanın çekya maçının antrenmanında arda gülerin elinden yeleği çekip alması tepki çekti,Haber7.com
CHP lideri Özel'den açıklamalar,"CHP lideri Özgür Özel, partisinin grup toplantısında açıklamalarda bulunuyor",2024-07-09T10:39:14Z,politics,chp lideri özelden açıklamalar,chp lideri özgür özel partisinin grup toplantısında açıklamalarda bulunuyor,Haberturk.com
"Zil zurna sarhoş olan Balotelli, gündem oldu",Son olarak Süper Lig ekibi Adana Demirspor'da forma giyen ve şu anda kulüpsüz olan Mario Balotelli'nin İtalya'da görüntüleri olay oldu.,2024-07-01T09:08:00Z,sports,zil zurna sarhoş olan balotelli gündem oldu,son olarak süper lig ekibi adana demirsporda forma giyen şu anda kulüpsüz olan mario balotellinin italyada görüntüleri olay oldu,Haber7.com
Mert Günok ile Merih'in konuşması gündem oldu,"A milli takım alecisi Mert Günok'un yaptığı kurtarış, Ay-Yıldızlı oyuncularımızı da şaşkına çevirdi. Merih Demiral da takım arkadaşının yanına gitti işte aralarında geçen o konuşma...",2024-07-03T09:01:00Z,sports,mert günok merihin konuşması gündem oldu,milli takım alecisi mert günokun yaptığı kurtarış ayyıldızlı oyuncularımızı şaşkına çevirdi merih demiral takım arkadaşının yanına gitti aralarında geçen konuşma,Haber7.com
Üç dakikada NATO zirvesi barış yok savaş var,BAKMAYIN siz 75. kuruluş yıldönümü nedeniyle azıcık festival havasında geçmesine.,2024-07-13T03:29:08Z,other,üç dakikada nato zirvesi barış yok savaş var,bakmayin siz kuruluş yıldönümü nedeniyle azıcık festival havasında geçmesine,Hurriyet.com.tr
Nike'ın Suudi Arabistan reklamı gündem oldu,"Ünlü spor giyim markası Nike, yeni reklamında Suudi Arabistan'daki kadınların sosyal hayattaki değişim mücadelelerini konu aldı.",2024-07-10T22:04:45Z,sports,nikeın suudi arabistan reklamı gündem oldu,ünlü spor giyim markası nike yeni reklamında suudi arabistandaki kadınların sosyal hayattaki değişim mücadelelerini konu aldı,Odatv.com
Hüseyin Yücel'den Di Maria açıklaması!,"Beşiktaş İkinci Başkanı Hüseyin Yücel, Angel Di Maria transferi için çarpıcı açıklamalarda bulundu.",2024-06-28T19:43:47Z,sports,hüseyin yücelden di maria açıklaması,beşiktaş ikinci başkanı hüseyin yücel angel di maria transferi için çarpıcı açıklamalarda bulundu,Haberturk.com
"Avustralya'da polisin ""gözaltındaki"" yerli halk mensubu çocuğa sert muamelesi gündem oldu","Avustralya'da polisin, gözaltına alınan ""First Nations (İlk Halklar)"" yerli halkına mensup çocuğa sert müdahalesine ilişkin görüntüler tepki çekti.

 - Anadolu Ajansı",2024-07-17T13:21:13Z,other,avustralyada polisin gözaltındaki yerli halk mensubu çocuğa sert muamelesi gündem oldu,avustralyada polisin gözaltına alınan first nations ilk halklar yerli halkına mensup çocuğa sert müdahalesine ilişkin görüntüler tepki çekti anadolu ajansı,Anadolu Agency
"Hepsiburada, Nasdaq Üst Yöneticisini ağırladı","Hepsiburada, Nasdaq Küresel Listeleme Başkanı Karen Snow’u ağırladı. CEO Nilhan Onal Gökçetekin’in ev sahipliğinde gerçekleşen ziyarette Nasdaq ile Hepsiburada arasındaki iş birliği fırsatları değerlendirildiği belirtildi",2024-06-21T08:55:38Z,economics,hepsiburada nasdaq üst yöneticisini ağırladı,hepsiburada nasdaq küresel listeleme başkanı karen snowu ağırladı ceo nilhan onal gökçetekinin ev sahipliğinde gerçekleşen ziyarette nasdaq hepsiburada arasındaki iş birliği fırsatları değerlendirildiği belirtildi,Haberturk.com
Camiden sabun çalan adam gündem oldu,"Bir caminin tuvaletini kullanan kişi, sabunluğu kıyafetinin altına saklayarak çaldı. Camiden hızla çıkan şahıs lüks aracına binerek uzaklaştı.",2024-06-23T17:00:38Z,other,camiden sabun çalan adam gündem oldu,caminin tuvaletini kullanan kişi sabunluğu kıyafetinin altına saklayarak çaldı camiden hızla çıkan şahıs lüks aracına binerek uzaklaştı,Odatv.com
"İmamoğlu, bakanla görüştü: Sosyal medyada gündem oldu","İBB Başkanı Ekrem İmamoğlu, Berlin’de Almanya Dışişleri Bakanı Annalena Baerbock ile görüştü.",2024-06-21T20:07:35Z,politics,imamoğlu bakanla görüştü sosyal medyada gündem oldu,ibb başkanı ekrem imamoğlu berlinde almanya dışişleri bakanı annalena baerbock görüştü,Odatv.com
Şırnak Uludere Spor Kulübü'nün stadı gündem oldu,Şırnak Uludere Spor Kulübü'nün stadyumu havadan görüntülendi. Eşsiz manzarası ile dikkat çeken stat sosyal medyada gündem oldu.,2024-07-11T20:04:00Z,sports,şırnak uludere spor kulübünün stadı gündem oldu,şırnak uludere spor kulübünün stadyumu havadan görüntülendi eşsiz manzarası dikkat çeken stat sosyal medyada gündem oldu,Odatv.com
Oryantal Solmaz'ın son dansı gündem oldu,"Seda Sayan ve Uğur Arslan'ın sunduğu Evleneceksen Gel adlı evlilik programıyla tanınan Solmaz Çiros, dansları ve güzelliğiyle dikkat çekmişti. Solmaz son dansı ile sosyal medyada gündem oldu.",2024-07-10T20:33:53Z,entertainment,oryantal solmazın son dansı gündem oldu,seda sayan uğur arslanın sunduğu evleneceksen gel adlı evlilik programıyla tanınan solmaz çiros dansları güzelliğiyle dikkat çekmişti solmaz son dansı sosyal medyada gündem oldu,Odatv.com
Gelin ve damadın düğündeki mutsuzluğu gündem oldu,Sosyal medyada yayılan bir düğün videosunda gelin ve damadın yüzündeki mutsuzluk büyük yankı uyandırdı.,2024-07-08T22:32:20Z,other,gelin damadın düğündeki mutsuzluğu gündem oldu,sosyal medyada yayılan düğün videosunda gelin damadın yüzündeki mutsuzluk büyük yankı uyandırdı,Odatv.com
'Ateşe Düştüm' pişmanlığı,"Ebru Yaşar, kaçırdığı şarkılardan yaşadığı pişmanlıkları açıkladı. Yaşar, Mert Demir'in 'Ateşe Düştüm' adlı şarkıyı seslendirmeden önce ilk olarak kendisine gönderdiğini söyledi",2024-07-08T10:12:57Z,entertainment,ateşe düştüm pişmanlığı,ebru yaşar kaçırdığı şarkılardan yaşadığı pişmanlıkları açıkladı yaşar mert demirin ateşe düştüm adlı şarkıyı seslendirmeden önce ilk olarak kendisine gönderdiğini söyledi,Haberturk.com
"Fransa, Arjantin'i FIFA'ya şikayet edecek!","Copa America sonrası şampiyonluk sevinci yaşayan Arjantin Milli Takımı, otobüste Fransa Milli Takımı'na karşı tezahüratta bulundu. Arjantinliler, ""Anneleri Nijeryalı, babaları Kamerunlu ama pasaportlarında Fransa yazıyor"" ifadelerini kullandı. Bu hareket sonr…",2024-07-16T21:08:02Z,sports,fransa arjantini fifaya şikayet edecek,copa america sonrası şampiyonluk sevinci yaşayan arjantin milli takımı otobüste fransa milli takımına karşı tezahüratta bulundu arjantinliler anneleri nijeryalı babaları kamerunlu pasaportlarında fransa yazıyor ifadelerini kullandı hareket sonr,Haberturk.com
İbrahim Tatlıses'in 'Oxford' sözleri gündem oldu,İbrahim Tatlıses'in torunu Berfin Karakeçili'nin Ofxord Üniversitesi'ne reklamcılık alanında başvurduğu öğrenildi. Akıllara Tatlıses'in meşhur sözü geldi.,2024-07-08T11:49:44Z,entertainment,ibrahim tatlısesin oxford sözleri gündem oldu,ibrahim tatlısesin torunu berfin karakeçilinin ofxord üniversitesine reklamcılık alanında başvurduğu öğrenildi akıllara tatlısesin meşhur sözü geldi,Odatv.com
Milli Takımın yıldızı: Küçüklük fotoğrafı gündem oldu,Galatasaray'ın ve A Milli Takım'ımızın yıldız futbolcusu Barış Alper Yılmaz'ın çocukluk fotoğrafı sosyal medyanın gündemine oturdu.,2024-07-08T19:48:57Z,sports,milli takımın yıldızı küçüklük fotoğrafı gündem oldu,galatasarayın milli takımımızın yıldız futbolcusu barış alper yılmazın çocukluk fotoğrafı sosyal medyanın gündemine oturdu,Odatv.com
En mutsuz düğün sosyal medyada gündem oldu,"Son günlerde sosyal medyada paylaşılan düğün fotoğrafları, görenleri hayrete düşürdü. Mutluluğun ve sevincin dorukta olması beklenen düğün töreninde, gelin ve damadın mutsuz halleri dikkat çekti.",2024-07-10T08:04:15Z,other,en mutsuz düğün sosyal medyada gündem oldu,son günlerde sosyal medyada paylaşılan düğün fotoğrafları görenleri hayrete düşürdü mutluluğun sevincin dorukta olması beklenen düğün töreninde gelin damadın mutsuz halleri dikkat çekti,Odatv.com
