category,temizlenmis_title,temizlenmis_description,title_sentiment_label,description_sentiment_label,title_sentiment,description_sentiment,source,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
entertainment,kadir inanırdan haber var,kadir inanırın sağlık durumunun iyiye gitmediği hatta entübe edildiği öne sürüldü hayat arkadaşı jülide kural iddiaları yalanladı akciğerinde görülen enfeksiyon nedeniyle gündür tedbir amaçlı yoğun bakımda entübelik durum yok hatta kadir bey günd,negative,negative,[0.98190975 0.01809024],[0.9966577 0.0033423],Hurriyet.com.tr,"['kadir', 'inanırdan', 'haber', 'var']","['kadir', 'inanır', 'haber', 'var']","['kadir', 'inanırın', 'sağlık', 'durumunun', 'iyiye', 'gitmediği', 'hatta', 'entübe', 'edildiği', 'öne', 'sürüldü', 'hayat', 'arkadaşı', 'jülide', 'kural', 'iddiaları', 'yalanladı', 'akciğerinde', 'görülen', 'enfeksiyon', 'nedeniyle', 'gün', 'dür', 'tedbir', 'amaçlı', 'yoğun', 'bakımda', 'entübelik', 'durum', 'yok', 'hatta', 'kadir', 'bey', 'günd']","['kadir', 'inanır', 'sağlık', 'durum', 'iyi', 'git', 'hatta', 'entübe', 'et', 'ön', 'sür', 'hayat', 'arkadaş', 'jüli', 'kural', 'iddia', 'yalanla', 'akci', 'gör', 'enfeksiyon', 'neden', 'gün', 'i', 'tedbir', 'amaçlı', 'yoğun', 'bakım', 'entübelik', 'durum', 'yok', 'hatta', 'kadir', 'bey', 'gün']"
politics,bidenı beklerken gözlerini devirdi,italya başbakanı giorgia meloninin nato zirvesinde liderlerle birlikte abd başkanı joe bidenı beklerken gözlerini devirmesi sosyal medyada dünya çapında gündem oldu,neutral,neutral,[0.20694305 0.793057  ],[0.3735282  0.62647176],Haberturk.com,"['bidenı', 'beklerken', 'gözlerini', 'devirdi']","['biden', 'bekle', 'göz', 'de']","['italya', 'başbakanı', 'giorgia', 'meloninin', 'nato', 'zirvesinde', 'liderlerle', 'birlikte', 'abd', 'başkanı', 'joe', 'bidenı', 'beklerken', 'gözlerini', 'devirmesi', 'sosyal', 'medyada', 'dünya', 'çapında', 'gündem', 'oldu']","['italya', 'başbakan', 'giorgia', 'meloni', 'nato', 'zirve', 'lider', 'birlikte', 'abd', 'başkan', 'joe', 'biden', 'bekle', 'göz', 'devir', 'sosyal', 'medya', 'dünya', 'çap', 'gündem', 'ol']"
politics,kabine toplanıyor masadaki konular,kabine bugün saat cumhurbaşkanı recep tayyip erdoğan başkanlığında cumhurbaşkanlığı külliyesinde toplanıyor masadaki en önemli gündem maddesi emekli maaşları olacak,neutral,neutral,[0.06133588 0.9386642 ],[0.05769813 0.94230187],Haberturk.com,"['kabine', 'toplanıyor', 'masada', 'ki', 'konular']","['kapine', 'topla', 'masa', 'ki', 'konu']","['kabine', 'bugün', 'saat', 'cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'başkanlığında', 'cumhurbaşkanlığı', 'külliyesinde', 'toplanıyor', 'masada', 'ki', 'en', 'önem', 'li', 'gündem', 'maddesi', 'emekli', 'maaşları', 'olacak']","['kapine', 'bugün', 'saat', 'cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'başkanlık', 'cumhurbaşkanlığı', 'külliye', 'topla', 'masa', 'ki', 'en', 'önem', 'li', 'gündem', 'madde', 'emekli', 'maaş', 'ol']"
politics,vergi paketine uzman gözü,ak parti myk dün cumhurbaşkanı tayyip erdoğan başkanlığında toplanırken gündemde vergi paketi vardı ak parti sözcüsü çelik tartışılan yurtdışı harcının gündem olduğunu henüz son kararın verilmediğini belirterek vergide adalet hedeflenirken uzman,negative,negative,[0.62366533 0.37633473],[0.84250665 0.15749338],Hurriyet.com.tr,"['vergi', 'paketine', 'uzman', 'gözü']","['vergi', 'paket', 'uzman', 'göz']","['ak', 'parti', 'myk', 'dün', 'cumhurbaşkanı', 'tayyip', 'erdoğan', 'başkanlığında', 'toplanırken', 'gündemde', 'vergi', 'paketi', 'vardı', 'ak', 'parti', 'sözcüsü', 'çelik', 'tartışılan', 'yurtdışı', 'harcının', 'gündem', 'olduğunu', 'henüz', 'son', 'kararın', 'verilmediğini', 'belirterek', 'vergide', 'adalet', 'hedeflenirken', 'uzman']","['ak', 'parti', 'myk', 'dün', 'cumhurbaşkanı', 'tayyip', 'erdoğan', 'başkanlık', 'topla', 'gündem', 'vergi', 'paket', 'var', 'ak', 'parti', 'sözcü', 'çelik', 'tartış', 'yurtdışı', 'harcı', 'gündem', 'ol', 'henüz', 'son', 'karar', 'ver', 'belir', 'vergi', 'adalet', 'hedefle', 'uzman']"
politics,savcı kristin cezaevi koşulları gayet uygun porscheli yaşamdan sonra zordur,eylem tok oğlu timur cihantimurun davaları abdde sürerken amerikalı savcı gündem oldu avukatları timur cihantimurun kaldığı ıslahevinin koşullarından şikâyet edince savcı kristin kearney annesinin porschesiyle dolaşan çocuk için koşullar elbet,negative,negative,[0.8713031  0.12869692],[0.9859735  0.01402653],Hurriyet.com.tr,"['savcı', 'kristin', 'cezaevi', 'koşulları', 'gayet', 'uygun', 'porscheli', 'yaşamdan', 'sonra', 'zordur']","['savcı', 'krist', 'cezaevi', 'koşul', 'gayet', 'uygun', 'porscheli', 'yaşam', 'sonra', 'zor']","['eylem', 'tok', 'oğlu', 'timur', 'cihantimurun', 'davaları', 'abdde', 'sürerken', 'amerikalı', 'savcı', 'gündem', 'oldu', 'avukatları', 'timur', 'cihantimurun', 'kaldığı', 'ıslahevinin', 'koşullarından', 'şikâyet', 'edince', 'savcı', 'kristin', 'kearney', 'annesinin', 'porschesiyle', 'dolaşan', 'çocuk', 'için', 'koşullar', 'elbet']","['eylem', 'tok', 'oğul', 'timur', 'cihantimur', 'dava', 'abdde', 'sür', 'amerikalı', 'savcı', 'gündem', 'ol', 'avukat', 'timur', 'cihanti', 'kal', 'ıslahevi', 'koşul', 'şikâyet', 'et', 'savcı', 'krist', 'kearney', 'anne', 'porsche', 'dolaş', 'çocuk', 'için', 'koşul', 'elbet']"
economics,cumhurbaşkanlığı kabinesi bugün toplanıyor toplantının ana gündemi ekonomi,cumhurbaşkanlığı kabine toplantısı ay aranın ardından bugün cumhurbaşkanı erdoğanın başkanlığında yapılacak toplantıdaki ana gündem maddesi yarın açıklanacak enflasyon rakamları olacak toplantıda tasarruf tedbirleri en düşük emekli aylığına yapılacak,neutral,neutral,[0.43059555 0.5694044 ],[0.40757293 0.5924271 ],Hurriyet.com.tr,"['cumhurbaşkanlığı', 'kabinesi', 'bugün', 'toplanıyor', 'toplantının', 'ana', 'gündemi', 'ekonomi']","['cumhurbaşkanlığı', 'kabine', 'bugün', 'topla', 'toplantı', 'ana', 'gündem', 'ekonomi']","['cumhurbaşkanlığı', 'kabine', 'toplantısı', 'ay', 'aranın', 'ardından', 'bugün', 'cumhurbaşkanı', 'erdoğanın', 'başkanlığında', 'yapılacak', 'toplantıda', 'ki', 'ana', 'gündem', 'maddesi', 'yarın', 'açıklanacak', 'enflasyon', 'rakamları', 'olacak', 'toplantıda', 'tasarruf', 'tedbirleri', 'en', 'düşük', 'emekli', 'aylığına', 'yapılacak']","['cumhurbaşkanlığı', 'kapine', 'toplantı', 'ay', 'ara', 'ardından', 'bugün', 'cumhurbaşkanı', 'erdoğan', 'başkanlık', 'yap', 'toplantı', 'ki', 'ana', 'gündem', 'madde', 'yarın', 'açıkla', 'enflasyon', 'rakam', 'olacak', 'toplantı', 'tasarruf', 'tedbir', 'en', 'düşük', 'emekli', 'aylık', 'yap']"
entertainment,serbest bırakıldı,justin timberlake alkollü araç kullanırken polise yakalanmasının ardından gözaltına alınmış sabıka fotoğrafları gündem olmuştu ünlü şarkıcı mahkemeye çıktıktan sonra serbest bırakıldı,neutral,neutral,[0.40257618 0.5974239 ],[0.2105247 0.7894753],Haberturk.com,"['serbest', 'bırakıldı']","['serbest', 'bırak']","['justin', 'timberlake', 'alkollü', 'araç', 'kullanırken', 'polise', 'yakalanmasının', 'ardından', 'gözaltına', 'alınmış', 'sabıka', 'fotoğrafları', 'gündem', 'olmuştu', 'ünlü', 'şarkıcı', 'mahkemeye', 'çıktıktan', 'sonra', 'serbest', 'bırakıldı']","['justin', 'timberlake', 'alkollü', 'araç', 'kullan', 'polis', 'yakalan', 'ardından', 'gözaltı', 'al', 'sabık', 'fotoğraf', 'gündem', 'ol', 'ünlü', 'şarkıcı', 'mahkeme', 'çık', 'sonra', 'serbest', 'bırak']"
politics,kabine toplantısı tarihi,yeni haftanın gelişiyle birlikte yeni kabine toplantısının tarihi gündemi meşgul etmeye başladı gündeme dair pek konunun ele alındığı kabine toplantısında kabine kararları toplantının sona ermesinin ardından cumhurbaşkanı erdoğan tarafından açıklanma,neutral,negative,[0.280845 0.719155],[0.82884353 0.1711564 ],Haberturk.com,"['kabine', 'toplantısı', 'tarihi']","['kapine', 'toplantı', 'tarih']","['yeni', 'haftanın', 'gelişiyle', 'birlikte', 'yeni', 'kabine', 'toplantısının', 'tarihi', 'gündemi', 'meşgul', 'etmeye', 'başladı', 'gündeme', 'dair', 'pek', 'konunun', 'ele', 'alındığı', 'kabine', 'toplantısında', 'kabine', 'kararları', 'toplantının', 'sona', 'ermesinin', 'ardından', 'cumhurbaşkanı', 'erdoğan', 'tarafından', 'açıklanma']","['yeni', 'hafta', 'geliş', 'birlikte', 'yeni', 'kapine', 'toplantı', 'tarih', 'gündem', 'meşgul', 'et', 'başla', 'gündem', 'dair', 'pek', 'konu', 'el', 'al', 'kapine', 'toplantı', 'kapine', 'karar', 'toplantı', 'son', 'er', 'ardından', 'cumhurbaşkanı', 'erdoğan', 'taraf', 'açıkla']"
politics,paris belediye başkanı sözünü tuttu sen nehrinde yüzdü,paris belediye başkanı hidalgo olimpiyatların yapılacağı kirliliği gündem olan sen nehrinde yüzdü hidalgo ten yana yüzmenin yasak olduğu nehrin temiz olimpiyatlara hazır olduğunu kanıtlamak için verdiği sözü tuttu nehirde yüzdü,neutral,neutral,[0.11563902 0.88436097],[0.22219513 0.77780485],Haberturk.com,"['paris', 'belediye', 'başkanı', 'sözünü', 'tuttu', 'sen', 'nehrinde', 'yüzdü']","['paris', 'beledi', 'başkan', 'söz', 'tut', 'sen', 'nehir', 'yüz']","['paris', 'belediye', 'başkanı', 'hidalgo', 'olimpiyatların', 'yapılacağı', 'kirliliği', 'gündem', 'olan', 'sen', 'nehrinde', 'yüzdü', 'hidalgo', 'ten', 'yana', 'yüzmenin', 'yasak', 'olduğu', 'nehrin', 'temiz', 'olimpiyatlara', 'hazır', 'olduğunu', 'kanıtlamak', 'için', 'verdiği', 'sözü', 'tuttu', 'nehirde', 'yüzdü']","['paris', 'beledi', 'başkan', 'hidalgo', 'olimpiyat', 'yap', 'kirlilik', 'gündem', 'ol', 'sen', 'nehir', 'yüz', 'hidalgo', 'ten', 'yan', 'yüz', 'yasak', 'ol', 'nehir', 'temiz', 'olimpiyat', 'hazır', 'ol', 'kanıtla', 'için', 'ver', 'söz', 'tut', 'nehir', 'yüz']"
other,ankaranın simgesi kuğulu parktaki tel örgüler gündem olmuştu nedeni belli oldu,ankaranın simgelerinden kuğulu parkta iki kuğu arasına çekilen tel örgü sosyal medyada gündem oldu tel örgünün iki farklı tarafında olmalarına rağmen sürekli karşı karşıya gelen kuğular parka gelen ziyaretçilerin dikkatini çekti bazı ziyaretçiler kuğular,negative,negative,[0.88187337 0.11812662],[0.9794176  0.02058238],Haberturk.com,"['ankaranın', 'simgesi', 'kuğulu', 'parkta', 'ki', 'tel', 'örgüler', 'gündem', 'olmuştu', 'nedeni', 'belli', 'oldu']","['ankara', 'simge', 'kuğul', 'park', 'ki', 'tel', 'örgü', 'gündem', 'ol', 'neden', 'belli', 'ol']","['ankaranın', 'simgelerinden', 'kuğulu', 'parkta', 'iki', 'kuğu', 'arasına', 'çekilen', 'tel', 'örgü', 'sosyal', 'medyada', 'gündem', 'oldu', 'tel', 'örgünün', 'iki', 'farklı', 'tarafında', 'olmalarına', 'rağmen', 'sürekli', 'karşı', 'karşıya', 'gelen', 'kuğular', 'parka', 'gelen', 'ziyaretçilerin', 'dikkatini', 'çekti', 'bazı', 'ziyaretçiler', 'kuğular']","['ankara', 'simge', 'kuğulu', 'park', 'iki', 'kuğu', 'ara', 'çek', 'tel', 'örgü', 'sosyal', 'medya', 'gündem', 'ol', 'tel', 'örgü', 'iki', 'farklı', 'taraf', 'ol', 'rağmen', 'sürekli', 'karşı', 'karşı', 'gel', 'kuğu', 'park', 'gel', 'ziyaretçi', 'dikkat', 'çek', 'bazı', 'ziyaretçi', 'kuğu']"
entertainment,azem isminin anlamı nedir,bilhassa inci taneleri dizisiyle iyice gündem olan anlamı üzerine araştırma yapılan azem ismi yeni bebek heyecanı yaşayan kişiler tarafından merak ediliyor dikkat çekici duyulmayan erkek isimlerinden olan azem detaylar aşağıda,negative,negative,[0.7195571 0.2804429],[0.9978065  0.00219354],Haberturk.com,"['azem', 'isminin', 'anlamı', 'nedir']","['azem', 'isim', 'anlam', 'ne']","['bilhassa', 'inci', 'taneleri', 'dizisiyle', 'iyi', 'ce', 'gündem', 'olan', 'anlamı', 'üzerine', 'araştırma', 'yapılan', 'azem', 'ismi', 'yeni', 'bebek', 'heyecanı', 'yaşayan', 'kişiler', 'tarafından', 'merak', 'ediliyor', 'dikkat', 'çekici', 'duyulmayan', 'erkek', 'isimlerinden', 'olan', 'azem', 'detaylar', 'aşağıda']","['bilhassa', 'inci', 'tane', 'dizi', 'iyi', 'ce', 'gündem', 'ol', 'anlam', 'üzer', 'araştır', 'yap', 'azem', 'isim', 'yeni', 'bebek', 'heyecan', 'yaşa', 'kişi', 'taraf', 'merak', 'et', 'dikkat', 'çekici', 'duy', 'erkek', 'isim', 'ol', 'azem', 'detay', 'aşağı']"
politics,meloninin nato zirvesinde bidenı beklerken gözlerini devirmesi gündem oldu,italya başbakanı giorgia meloninin nato zirvesinde liderlerle birlikte abd başkanı joe bidenı beklerken gözlerini devirmesi sosyal medyada dünya çapında gündem oldu anadolu ajansı,negative,neutral,[0.84434295 0.155657  ],[0.07183744 0.9281626 ],Anadolu Agency,"['meloninin', 'nato', 'zirvesinde', 'bidenı', 'beklerken', 'gözlerini', 'devirmesi', 'gündem', 'oldu']","['meloni', 'nato', 'zirve', 'biden', 'bekle', 'göz', 'devir', 'gündem', 'ol']","['italya', 'başbakanı', 'giorgia', 'meloninin', 'nato', 'zirvesinde', 'liderlerle', 'birlikte', 'abd', 'başkanı', 'joe', 'bidenı', 'beklerken', 'gözlerini', 'devirmesi', 'sosyal', 'medyada', 'dünya', 'çapında', 'gündem', 'oldu', 'anadolu', 'ajansı']","['italya', 'başbakan', 'giorgia', 'meloni', 'nato', 'zirve', 'lider', 'birlikte', 'abd', 'başkan', 'joe', 'biden', 'bekle', 'göz', 'devir', 'sosyal', 'medya', 'dünya', 'çap', 'gündem', 'ol', 'anadolu', 'ajan']"
technology,türkiyedeki oyun fiyatları dünya çapında gündem oldu,içerik ilk olarak türkiyedeki oyun fiyatları dünya çapında gündem oldu adresinde yayınlandı teknoloji haberleri shiftdeletenet,neutral,neutral,[0.33574927 0.66425073],[0.19459288 0.8054071 ],Shiftdelete.net,"['türkiyede', 'ki', 'oyun', 'fiyatları', 'dünya', 'çapında', 'gündem', 'oldu']","['türkiye', 'ki', 'oyun', 'fiyat', 'dünya', 'çap', 'gündem', 'ol']","['içerik', 'ilk', 'olarak', 'türkiyede', 'ki', 'oyun', 'fiyatları', 'dünya', 'çapında', 'gündem', 'oldu', 'adresinde', 'yayınlandı', 'teknoloji', 'haberleri', 'shiftdeletenet']","['içerik', 'ilk', 'olarak', 'türkiye', 'ki', 'oyun', 'fiyat', 'dünya', 'çap', 'gündem', 'ol', 'adre', 'yayınla', 'teknoloji', 'haber', 'shiftdeletenet']"
politics,avrupada gündem felaket senaryoları,avrupada gündem fransa seçimleri başta olmak üzere aşırı sağ partilerin tek tek iktidara yürümesi batı medyasının manşetlerinde günlerdir felaket senaryoları konuşuluyor fransada pazar günü gerçekleştirilendevamı için tıklayınız,negative,neutral,[0.9625848  0.03741523],[0.4574052  0.54259473],Sabah.com.tr,"['avrupada', 'gündem', 'felaket', 'senaryoları']","['avrupa', 'gündem', 'felaket', 'senaryo']","['avrupada', 'gündem', 'fransa', 'seçimleri', 'başta', 'olmak', 'üzere', 'aşırı', 'sağ', 'partilerin', 'tek', 'tek', 'iktidara', 'yürümesi', 'batı', 'medyasının', 'manşetlerinde', 'günler', 'dir', 'felaket', 'senaryoları', 'konuşuluyor', 'fransada', 'pazar', 'günü', 'gerçekleştirilendevamı', 'için', 'tıklayınız']","['avrupa', 'gündem', 'Yransa', 'seçim', 'başta', 'ol', 'üzere', 'aşırı', 'sağ', 'parti', 'tek', 'tek', 'iktidar', 'yürü', 'batı', 'medya', 'manşet', 'gün', 'i', 'felaket', 'senaryo', 'konuş', 'fransa', 'pazar', 'gün', 'gerçekleş', 'için', 'tıkla']"
other,aha dayıya sor sözleriyle gündem olmuştu cezaevinden izinli çıkan gaspçı hüseyin sahtesine dava açıyor dolandırıcı,adanada gerçekleştirdiği gasp sonrasında kere hacca gidip geldim aha dayıya sor diyerek sosyal medyada ünlenen hüseyin taşkıran tane çocuk çıkmış benim üzerimden prim kasıyor hacca gitmiş benim fotoğraflarım kendi fotoğraflarını birleştirer,negative,negative,[0.9169888  0.08301125],[0.99761105 0.00238895],Hurriyet.com.tr,"['aha', 'dayıya', 'sor', 'sözleriyle', 'gündem', 'olmuştu', 'cezaevinden', 'izinli', 'çıkan', 'gaspçı', 'hüseyin', 'sahtesine', 'dava', 'açıyor', 'dolandırıcı']","['aha', 'dayı', 'sor', 'söz', 'gündem', 'ol', 'cezaevi', 'izinli', 'çık', 'gaspç', 'hüseyin', 'sahte', 'dava', 'aç', 'dolandırıcı']","['adanada', 'gerçekleştirdiği', 'gasp', 'sonrasında', 'kere', 'hacca', 'gidip', 'geldim', 'aha', 'dayıya', 'sor', 'diyerek', 'sosyal', 'medyada', 'ünlenen', 'hüseyin', 'taşkıran', 'tane', 'çocuk', 'çıkmış', 'benim', 'üzerimden', 'prim', 'kasıyor', 'hacca', 'gitmiş', 'benim', 'fotoğraflarım', 'kendi', 'fotoğraflarını', 'birleştirer']","['adana', 'gerçekleş', 'gasp', 'sonra', 'kere', 'hacca', 'git', 'gel', 'aha', 'dayı', 'sor', 'de', 'sosyal', 'medya', 'ünle', 'hüseyin', 'taşkıran', 'tane', 'çocuk', 'çık', 'ben', 'üzer', 'prim', 'kas', 'hacca', 'git', 'ben', 'fotoğraf', 'kendi', 'fotoğraf', 'birleş']"
politics,diplomasi trafiğinde temmuz maratonu,cumhurbaşkanı erdoğanı bayram sonrası yoğun diplomasi trafiği bekliyor temmuzda astanada temmuzda azerbaycanda olacak erdoğan temmuzda ise nato zirvesi için abdyi ziyaret edecek ardından chp lideri özeli davet ettiği kktcdeki,neutral,neutral,[0.08026313 0.91973686],[0.09714915 0.9028509 ],Hurriyet.com.tr,"['diplomasi', 'trafiğinde', 'temmuz', 'maratonu']","['diploma', 'trafik', 'temmuz', 'maraton']","['cumhurbaşkanı', 'erdoğanı', 'bayram', 'sonrası', 'yoğun', 'diplomasi', 'trafiği', 'bekliyor', 'temmuzda', 'astanada', 'temmuzda', 'azerbaycanda', 'olacak', 'erdoğan', 'temmuzda', 'ise', 'nato', 'zirvesi', 'için', 'abdyi', 'ziyaret', 'edecek', 'ardından', 'chp', 'lideri', 'özeli', 'davet', 'ettiği', 'kktcdeki']","['cumhurbaşkanı', 'erdoğanı', 'bayram', 'sonra', 'yoğun', 'diploma', 'trafik', 'bekle', 'temmuz', 'astana', 'temmuz', 'azerbaycan', 'ol', 'erdoğan', 'temmuz', 'i', 'nato', 'zirve', 'için', 'abdyi', 'ziyaret', 'et', 'ardından', 'chp', 'lider', 'özel', 'davet', 'et', 'kktcdeki']"
other,dua eden transformers gündem oldu,optimus prime bumblebee kocaelide mevlütte fatiha okurken görüntülendi,neutral,neutral,[0.11688563 0.88311434],[0.27954292 0.72045714],Odatv.com,"['dua', 'eden', 'transformers', 'gündem', 'oldu']","['dua', 'et', 'transformers', 'gündem', 'ol']","['optimus', 'prime', 'bumblebee', 'kocaelide', 'mevlütte', 'fatiha', 'okurken', 'görüntülendi']","['optimus', 'prim', 'bumblebee', 'kocaeli', 'mevlüt', 'fatiha', 'oku', 'görüntülen']"
entertainment,modern sanat etkinliği gündem oldu,modern sanat etkinliğinde kaydedilen sosyal medyada yayılan görüntüler kullanıcıların tepkisini çekti,negative,negative,[0.5556268  0.44437316],[0.901537   0.09846295],Odatv.com,"['modern', 'sanat', 'etkinliği', 'gündem', 'oldu']","['modern', 'sanat', 'etkinlik', 'gündem', 'ol']","['modern', 'sanat', 'etkinliğinde', 'kaydedilen', 'sosyal', 'medyada', 'yayılan', 'görüntüler', 'kullanıcıların', 'tepkisini', 'çekti']","['modern', 'sanat', 'etkinlik', 'kaydet', 'sosyal', 'medya', 'yay', 'görüntü', 'kullanıcı', 'tepki', 'çek']"
entertainment,can yamanın dansı gündem oldu,kariyerine italyada devam eden can yamanın dans eğitmeni sevgilisi mariagiulia venanzi performansı sosyal medyada gündem oldu,negative,neutral,[0.60136807 0.39863193],[0.41100207 0.58899796],Odatv.com,"['can', 'yamanın', 'dansı', 'gündem', 'oldu']","['can', 'yaman', 'dans', 'gündem', 'ol']","['kariyerine', 'italyada', 'devam', 'eden', 'can', 'yamanın', 'dans', 'eğitmeni', 'sevgilisi', 'mariagiulia', 'venanzi', 'performansı', 'sosyal', 'medyada', 'gündem', 'oldu']","['kariyer', 'italya', 'devam', 'et', 'can', 'yaman', 'dans', 'eğitme', 'sevgili', 'mariagiulia', 'venanzi', 'performans', 'sosyal', 'medya', 'gündem', 'ol']"
politics,meclis tatile girdi mi,türkiye büyük millet meclisi tbmm arasının zaman başlayacağı merak konusu oldu meclis geçen sene çalışmalarının tamamlaması bazı kanun kanun hükmünde kararnamelerde değişiklik yapılmasına dair kanun teklifi görüşmelerinin sona ermesinin ardından ç,negative,negative,[0.807186   0.19281398],[0.9724504  0.02754966],Haberturk.com,"['meclis', 'tatile', 'girdi', 'mi']","['meclis', 'tatile', 'gir', 'mi']","['türkiye', 'büyük', 'millet', 'meclisi', 'tbmm', 'arasının', 'zaman', 'başlayacağı', 'merak', 'konusu', 'oldu', 'meclis', 'geçen', 'sene', 'çalışmalarının', 'tamamlaması', 'bazı', 'kanun', 'kanun', 'hükmünde', 'kararnamelerde', 'değişiklik', 'yapılmasına', 'dair', 'kanun', 'teklifi', 'görüşmelerinin', 'sona', 'ermesinin', 'ardından', 'ç']","['türkiye', 'büyük', 'millet', 'mecli', 'tbmm', 'ara', 'zaman', 'başla', 'merak', 'konu', 'ol', 'meclis', 'geçen', 'sene', 'çalış', 'tamamla', 'bazı', 'kan', 'kan', 'hüküm', 'kararname', 'değişiklik', 'yap', 'dair', 'kan', 'teklif', 'görüşme', 'son', 'er', 'ardından', 'ç']"
