category,temizlenmis_title,Real/Fake,temizlenmis_description,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
politics,savcı kristin cezaevi koşulları gayet uygun porscheli yaşamdan sonra zordur,1,eylem tok oğlu timur cihantimurun davaları abdde sürerken amerikalı savcı gündem oldu avukatları timur cihantimurun kaldığı ıslahevinin koşullarından şikâyet edince savcı kristin kearney annesinin porschesiyle dolaşan çocuk için koşullar elbet,"['savcı', 'kristin', 'cezaevi', 'koşulları', 'gayet', 'uygun', 'porscheli', 'yaşamdan', 'sonra', 'zordur']","['savcı', 'krist', 'cezaevi', 'koşul', 'gayet', 'uygun', 'porscheli', 'yaşam', 'sonra', 'zor']","['eylem', 'tok', 'oğlu', 'timur', 'cihantimurun', 'davaları', 'abdde', 'sürerken', 'amerikalı', 'savcı', 'gündem', 'oldu', 'avukatları', 'timur', 'cihantimurun', 'kaldığı', 'ıslahevinin', 'koşullarından', 'şikâyet', 'edince', 'savcı', 'kristin', 'kearney', 'annesinin', 'porschesiyle', 'dolaşan', 'çocuk', 'için', 'koşullar', 'elbet']","['eylem', 'tok', 'oğul', 'timur', 'cihantimur', 'dava', 'abdde', 'sür', 'amerikalı', 'savcı', 'gündem', 'ol', 'avukat', 'timur', 'cihanti', 'kal', 'ıslahevi', 'koşul', 'şikâyet', 'et', 'savcı', 'krist', 'kearney', 'anne', 'porsche', 'dolaş', 'çocuk', 'için', 'koşul', 'elbet']"
economics,cumhurbaşkanlığı kabinesi bugün toplanıyor toplantının ana gündemi ekonomi,1,cumhurbaşkanlığı kabine toplantısı ay aranın ardından bugün cumhurbaşkanı erdoğanın başkanlığında yapılacak toplantıdaki ana gündem maddesi yarın açıklanacak enflasyon rakamları olacak toplantıda tasarruf tedbirleri en düşük emekli aylığına yapılacak,"['cumhurbaşkanlığı', 'kabinesi', 'bugün', 'toplanıyor', 'toplantının', 'ana', 'gündemi', 'ekonomi']","['cumhurbaşkanlığı', 'kabine', 'bugün', 'topla', 'toplantı', 'ana', 'gündem', 'ekonomi']","['cumhurbaşkanlığı', 'kabine', 'toplantısı', 'ay', 'aranın', 'ardından', 'bugün', 'cumhurbaşkanı', 'erdoğanın', 'başkanlığında', 'yapılacak', 'toplantıda', 'ki', 'ana', 'gündem', 'maddesi', 'yarın', 'açıklanacak', 'enflasyon', 'rakamları', 'olacak', 'toplantıda', 'tasarruf', 'tedbirleri', 'en', 'düşük', 'emekli', 'aylığına', 'yapılacak']","['cumhurbaşkanlığı', 'kapine', 'toplantı', 'ay', 'ara', 'ardından', 'bugün', 'cumhurbaşkanı', 'erdoğan', 'başkanlık', 'yap', 'toplantı', 'ki', 'ana', 'gündem', 'madde', 'yarın', 'açıkla', 'enflasyon', 'rakam', 'olacak', 'toplantı', 'tasarruf', 'tedbir', 'en', 'düşük', 'emekli', 'aylık', 'yap']"
entertainment,serbest bırakıldı,1,justin timberlake alkollü araç kullanırken polise yakalanmasının ardından gözaltına alınmış sabıka fotoğrafları gündem olmuştu ünlü şarkıcı mahkemeye çıktıktan sonra serbest bırakıldı,"['serbest', 'bırakıldı']","['serbest', 'bırak']","['justin', 'timberlake', 'alkollü', 'araç', 'kullanırken', 'polise', 'yakalanmasının', 'ardından', 'gözaltına', 'alınmış', 'sabıka', 'fotoğrafları', 'gündem', 'olmuştu', 'ünlü', 'şarkıcı', 'mahkemeye', 'çıktıktan', 'sonra', 'serbest', 'bırakıldı']","['justin', 'timberlake', 'alkollü', 'araç', 'kullan', 'polis', 'yakalan', 'ardından', 'gözaltı', 'al', 'sabık', 'fotoğraf', 'gündem', 'ol', 'ünlü', 'şarkıcı', 'mahkeme', 'çık', 'sonra', 'serbest', 'bırak']"
politics,paris belediye başkanı sözünü tuttu sen nehrinde yüzdü,1,paris belediye başkanı hidalgo olimpiyatların yapılacağı kirliliği gündem olan sen nehrinde yüzdü hidalgo ten yana yüzmenin yasak olduğu nehrin temiz olimpiyatlara hazır olduğunu kanıtlamak için verdiği sözü tuttu nehirde yüzdü,"['paris', 'belediye', 'başkanı', 'sözünü', 'tuttu', 'sen', 'nehrinde', 'yüzdü']","['paris', 'beledi', 'başkan', 'söz', 'tut', 'sen', 'nehir', 'yüz']","['paris', 'belediye', 'başkanı', 'hidalgo', 'olimpiyatların', 'yapılacağı', 'kirliliği', 'gündem', 'olan', 'sen', 'nehrinde', 'yüzdü', 'hidalgo', 'ten', 'yana', 'yüzmenin', 'yasak', 'olduğu', 'nehrin', 'temiz', 'olimpiyatlara', 'hazır', 'olduğunu', 'kanıtlamak', 'için', 'verdiği', 'sözü', 'tuttu', 'nehirde', 'yüzdü']","['paris', 'beledi', 'başkan', 'hidalgo', 'olimpiyat', 'yap', 'kirlilik', 'gündem', 'ol', 'sen', 'nehir', 'yüz', 'hidalgo', 'ten', 'yan', 'yüz', 'yasak', 'ol', 'nehir', 'temiz', 'olimpiyat', 'hazır', 'ol', 'kanıtla', 'için', 'ver', 'söz', 'tut', 'nehir', 'yüz']"
other,ankaranın simgesi kuğulu parktaki tel örgüler gündem olmuştu nedeni belli oldu,1,ankaranın simgelerinden kuğulu parkta iki kuğu arasına çekilen tel örgü sosyal medyada gündem oldu tel örgünün iki farklı tarafında olmalarına rağmen sürekli karşı karşıya gelen kuğular parka gelen ziyaretçilerin dikkatini çekti bazı ziyaretçiler kuğular,"['ankaranın', 'simgesi', 'kuğulu', 'parkta', 'ki', 'tel', 'örgüler', 'gündem', 'olmuştu', 'nedeni', 'belli', 'oldu']","['ankara', 'simge', 'kuğul', 'park', 'ki', 'tel', 'örgü', 'gündem', 'ol', 'neden', 'belli', 'ol']","['ankaranın', 'simgelerinden', 'kuğulu', 'parkta', 'iki', 'kuğu', 'arasına', 'çekilen', 'tel', 'örgü', 'sosyal', 'medyada', 'gündem', 'oldu', 'tel', 'örgünün', 'iki', 'farklı', 'tarafında', 'olmalarına', 'rağmen', 'sürekli', 'karşı', 'karşıya', 'gelen', 'kuğular', 'parka', 'gelen', 'ziyaretçilerin', 'dikkatini', 'çekti', 'bazı', 'ziyaretçiler', 'kuğular']","['ankara', 'simge', 'kuğulu', 'park', 'iki', 'kuğu', 'ara', 'çek', 'tel', 'örgü', 'sosyal', 'medya', 'gündem', 'ol', 'tel', 'örgü', 'iki', 'farklı', 'taraf', 'ol', 'rağmen', 'sürekli', 'karşı', 'karşı', 'gel', 'kuğu', 'park', 'gel', 'ziyaretçi', 'dikkat', 'çek', 'bazı', 'ziyaretçi', 'kuğu']"
entertainment,azem isminin anlamı nedir,1,bilhassa inci taneleri dizisiyle iyice gündem olan anlamı üzerine araştırma yapılan azem ismi yeni bebek heyecanı yaşayan kişiler tarafından merak ediliyor dikkat çekici duyulmayan erkek isimlerinden olan azem detaylar aşağıda,"['azem', 'isminin', 'anlamı', 'nedir']","['azem', 'isim', 'anlam', 'ne']","['bilhassa', 'inci', 'taneleri', 'dizisiyle', 'iyi', 'ce', 'gündem', 'olan', 'anlamı', 'üzerine', 'araştırma', 'yapılan', 'azem', 'ismi', 'yeni', 'bebek', 'heyecanı', 'yaşayan', 'kişiler', 'tarafından', 'merak', 'ediliyor', 'dikkat', 'çekici', 'duyulmayan', 'erkek', 'isimlerinden', 'olan', 'azem', 'detaylar', 'aşağıda']","['bilhassa', 'inci', 'tane', 'dizi', 'iyi', 'ce', 'gündem', 'ol', 'anlam', 'üzer', 'araştır', 'yap', 'azem', 'isim', 'yeni', 'bebek', 'heyecan', 'yaşa', 'kişi', 'taraf', 'merak', 'et', 'dikkat', 'çekici', 'duy', 'erkek', 'isim', 'ol', 'azem', 'detay', 'aşağı']"
politics,meloninin nato zirvesinde bidenı beklerken gözlerini devirmesi gündem oldu,1,italya başbakanı giorgia meloninin nato zirvesinde liderlerle birlikte abd başkanı joe bidenı beklerken gözlerini devirmesi sosyal medyada dünya çapında gündem oldu anadolu ajansı,"['meloninin', 'nato', 'zirvesinde', 'bidenı', 'beklerken', 'gözlerini', 'devirmesi', 'gündem', 'oldu']","['meloni', 'nato', 'zirve', 'biden', 'bekle', 'göz', 'devir', 'gündem', 'ol']","['italya', 'başbakanı', 'giorgia', 'meloninin', 'nato', 'zirvesinde', 'liderlerle', 'birlikte', 'abd', 'başkanı', 'joe', 'bidenı', 'beklerken', 'gözlerini', 'devirmesi', 'sosyal', 'medyada', 'dünya', 'çapında', 'gündem', 'oldu', 'anadolu', 'ajansı']","['italya', 'başbakan', 'giorgia', 'meloni', 'nato', 'zirve', 'lider', 'birlikte', 'abd', 'başkan', 'joe', 'biden', 'bekle', 'göz', 'devir', 'sosyal', 'medya', 'dünya', 'çap', 'gündem', 'ol', 'anadolu', 'ajan']"
politics,avrupada gündem felaket senaryoları,0,avrupada gündem fransa seçimleri başta olmak üzere aşırı sağ partilerin tek tek iktidara yürümesi batı medyasının manşetlerinde günlerdir felaket senaryoları konuşuluyor fransada pazar günü gerçekleştirilendevamı için tıklayınız,"['avrupada', 'gündem', 'felaket', 'senaryoları']","['avrupa', 'gündem', 'felaket', 'senaryo']","['avrupada', 'gündem', 'fransa', 'seçimleri', 'başta', 'olmak', 'üzere', 'aşırı', 'sağ', 'partilerin', 'tek', 'tek', 'iktidara', 'yürümesi', 'batı', 'medyasının', 'manşetlerinde', 'günler', 'dir', 'felaket', 'senaryoları', 'konuşuluyor', 'fransada', 'pazar', 'günü', 'gerçekleştirilendevamı', 'için', 'tıklayınız']","['avrupa', 'gündem', 'Yransa', 'seçim', 'başta', 'ol', 'üzere', 'aşırı', 'sağ', 'parti', 'tek', 'tek', 'iktidar', 'yürü', 'batı', 'medya', 'manşet', 'gün', 'i', 'felaket', 'senaryo', 'konuş', 'fransa', 'pazar', 'gün', 'gerçekleş', 'için', 'tıkla']"
other,aha dayıya sor sözleriyle gündem olmuştu cezaevinden izinli çıkan gaspçı hüseyin sahtesine dava açıyor dolandırıcı,0,adanada gerçekleştirdiği gasp sonrasında kere hacca gidip geldim aha dayıya sor diyerek sosyal medyada ünlenen hüseyin taşkıran tane çocuk çıkmış benim üzerimden prim kasıyor hacca gitmiş benim fotoğraflarım kendi fotoğraflarını birleştirer,"['aha', 'dayıya', 'sor', 'sözleriyle', 'gündem', 'olmuştu', 'cezaevinden', 'izinli', 'çıkan', 'gaspçı', 'hüseyin', 'sahtesine', 'dava', 'açıyor', 'dolandırıcı']","['aha', 'dayı', 'sor', 'söz', 'gündem', 'ol', 'cezaevi', 'izinli', 'çık', 'gaspç', 'hüseyin', 'sahte', 'dava', 'aç', 'dolandırıcı']","['adanada', 'gerçekleştirdiği', 'gasp', 'sonrasında', 'kere', 'hacca', 'gidip', 'geldim', 'aha', 'dayıya', 'sor', 'diyerek', 'sosyal', 'medyada', 'ünlenen', 'hüseyin', 'taşkıran', 'tane', 'çocuk', 'çıkmış', 'benim', 'üzerimden', 'prim', 'kasıyor', 'hacca', 'gitmiş', 'benim', 'fotoğraflarım', 'kendi', 'fotoğraflarını', 'birleştirer']","['adana', 'gerçekleş', 'gasp', 'sonra', 'kere', 'hacca', 'git', 'gel', 'aha', 'dayı', 'sor', 'de', 'sosyal', 'medya', 'ünle', 'hüseyin', 'taşkıran', 'tane', 'çocuk', 'çık', 'ben', 'üzer', 'prim', 'kas', 'hacca', 'git', 'ben', 'fotoğraf', 'kendi', 'fotoğraf', 'birleş']"
politics,diplomasi trafiğinde temmuz maratonu,1,cumhurbaşkanı erdoğanı bayram sonrası yoğun diplomasi trafiği bekliyor temmuzda astanada temmuzda azerbaycanda olacak erdoğan temmuzda ise nato zirvesi için abdyi ziyaret edecek ardından chp lideri özeli davet ettiği kktcdeki,"['diplomasi', 'trafiğinde', 'temmuz', 'maratonu']","['diploma', 'trafik', 'temmuz', 'maraton']","['cumhurbaşkanı', 'erdoğanı', 'bayram', 'sonrası', 'yoğun', 'diplomasi', 'trafiği', 'bekliyor', 'temmuzda', 'astanada', 'temmuzda', 'azerbaycanda', 'olacak', 'erdoğan', 'temmuzda', 'ise', 'nato', 'zirvesi', 'için', 'abdyi', 'ziyaret', 'edecek', 'ardından', 'chp', 'lideri', 'özeli', 'davet', 'ettiği', 'kktcdeki']","['cumhurbaşkanı', 'erdoğanı', 'bayram', 'sonra', 'yoğun', 'diploma', 'trafik', 'bekle', 'temmuz', 'astana', 'temmuz', 'azerbaycan', 'ol', 'erdoğan', 'temmuz', 'i', 'nato', 'zirve', 'için', 'abdyi', 'ziyaret', 'et', 'ardından', 'chp', 'lider', 'özel', 'davet', 'et', 'kktcdeki']"
other,dua eden transformers gündem oldu,0,optimus prime bumblebee kocaelide mevlütte fatiha okurken görüntülendi,"['dua', 'eden', 'transformers', 'gündem', 'oldu']","['dua', 'et', 'transformers', 'gündem', 'ol']","['optimus', 'prime', 'bumblebee', 'kocaelide', 'mevlütte', 'fatiha', 'okurken', 'görüntülendi']","['optimus', 'prim', 'bumblebee', 'kocaeli', 'mevlüt', 'fatiha', 'oku', 'görüntülen']"
entertainment,modern sanat etkinliği gündem oldu,0,modern sanat etkinliğinde kaydedilen sosyal medyada yayılan görüntüler kullanıcıların tepkisini çekti,"['modern', 'sanat', 'etkinliği', 'gündem', 'oldu']","['modern', 'sanat', 'etkinlik', 'gündem', 'ol']","['modern', 'sanat', 'etkinliğinde', 'kaydedilen', 'sosyal', 'medyada', 'yayılan', 'görüntüler', 'kullanıcıların', 'tepkisini', 'çekti']","['modern', 'sanat', 'etkinlik', 'kaydet', 'sosyal', 'medya', 'yay', 'görüntü', 'kullanıcı', 'tepki', 'çek']"
entertainment,can yamanın dansı gündem oldu,1,kariyerine italyada devam eden can yamanın dans eğitmeni sevgilisi mariagiulia venanzi performansı sosyal medyada gündem oldu,"['can', 'yamanın', 'dansı', 'gündem', 'oldu']","['can', 'yaman', 'dans', 'gündem', 'ol']","['kariyerine', 'italyada', 'devam', 'eden', 'can', 'yamanın', 'dans', 'eğitmeni', 'sevgilisi', 'mariagiulia', 'venanzi', 'performansı', 'sosyal', 'medyada', 'gündem', 'oldu']","['kariyer', 'italya', 'devam', 'et', 'can', 'yaman', 'dans', 'eğitme', 'sevgili', 'mariagiulia', 'venanzi', 'performans', 'sosyal', 'medya', 'gündem', 'ol']"
entertainment,rebel wilson bodrumda tatil yapıyor,1,hollywood filmleriyle adını duyuran rebel wilson arkadaşlarıyla birlikte bodrumda tatil yapıyor,"['rebel', 'wilson', 'bodrumda', 'tatil', 'yapıyor']","['rebel', 'wilson', 'bodrum', 'tatil', 'yap']","['hollywood', 'filmleriyle', 'adını', 'duyuran', 'rebel', 'wilson', 'arkadaşlarıyla', 'birlikte', 'bodrumda', 'tatil', 'yapıyor']","['hollywood', 'film', 'ad', 'duyur', 'rebel', 'wilson', 'arkadaş', 'birlikte', 'bodrum', 'tatil', 'yap']"
politics,kabine toplantısı zaman,1,cumhurbaşkanı erdoğan liderliğinde toplanan kabine toplantısı için geri sayım sürüyor ülkenin gündemine dair önemli kararların alındığı yeni kabine toplantısında yargı paketi gazzedeki son gelişmeler emekli memur maaşlarına ilişkin konuların yer,"['kabine', 'toplantısı', 'zaman']","['kapine', 'toplantı', 'zaman']","['cumhurbaşkanı', 'erdoğan', 'liderliğinde', 'toplanan', 'kabine', 'toplantısı', 'için', 'geri', 'sayım', 'sürüyor', 'ülkenin', 'gündemine', 'dair', 'önem', 'li', 'kararların', 'alındığı', 'yeni', 'kabine', 'toplantısında', 'yargı', 'paketi', 'gazzede', 'ki', 'son', 'gelişmeler', 'emekli', 'memur', 'maaşlarına', 'ilişkin', 'konuların', 'yer']","['cumhurbaşkanı', 'erdoğan', 'liderlik', 'topla', 'kapine', 'toplantı', 'için', 'geri', 'say', 'sür', 'ülke', 'gündem', 'dair', 'önem', 'li', 'karar', 'al', 'yeni', 'kapine', 'toplantı', 'yargı', 'paket', 'gazze', 'ki', 'son', 'geliş', 'emekli', 'memur', 'maaş', 'ilişkin', 'konu', 'yer']"
economics,engelli bireylerin ötv istisnası kalkıyor,0,son günlerde türkiyenin yeni ana gündem maddelerinden vergi paketi oldu vergi adaletsizliğini bitirmek kazanandan kazanandan vergi almak amacıyla hayata geçirilmeye çalışılan vergi paketinde engelli bireylere araba alımında uygulan,"['engelli', 'bireylerin', 'ötv', 'istisnası', 'kalkıyor']","['engelli', 'birey', 'ötv', 'istisna', 'kalk']","['son', 'günlerde', 'türkiyenin', 'yeni', 'ana', 'gündem', 'maddelerinden', 'vergi', 'paketi', 'oldu', 'vergi', 'adaletsizliğini', 'bitirmek', 'kazanandan', 'kazanandan', 'vergi', 'almak', 'amacıyla', 'hayata', 'geçirilmeye', 'çalışılan', 'vergi', 'paketinde', 'engelli', 'bireylere', 'araba', 'alımında', 'uygulan']","['son', 'gün', 'türkiye', 'yeni', 'ana', 'gündem', 'madde', 'vergi', 'paket', 'ol', 'vergi', 'adaletsizlik', 'bitir', 'kazanan', 'kazanan', 'vergi', 'al', 'amaç', 'hayat', 'geçir', 'çalış', 'vergi', 'paket', 'engelli', 'birey', 'araba', 'alım', 'uygula']"
economics,asgari ücrete ara zam var mı,1,ekonominin gündem konularından olan asgari ücret zammı hakkında son gelişmeler merak ediliyor emekli memur zammının netleşmesinden sonra gözler asgari ücrete döndü hükümet tarafından yapılan açıklamalar sene zammın olmayacağını işaret,"['asgari', 'ücrete', 'ara', 'zam', 'var', 'mı']","['asgari', 'ücret', 'ara', 'zam', 'var', 'mi']","['ekonominin', 'gündem', 'konularından', 'olan', 'asgari', 'ücret', 'zammı', 'hakkında', 'son', 'gelişmeler', 'merak', 'ediliyor', 'emekli', 'memur', 'zammının', 'netleşmesinden', 'sonra', 'gözler', 'asgari', 'ücrete', 'döndü', 'hükümet', 'tarafından', 'yapılan', 'açıklamalar', 'sene', 'zammın', 'olmayacağını', 'işaret']","['ekonomi', 'gündem', 'konu', 'ol', 'asgari', 'ücret', 'zam', 'hak', 'son', 'geliş', 'merak', 'et', 'emekli', 'memur', 'zam', 'netleşme', 'sonra', 'göz', 'asgari', 'ücret', 'dön', 'hükümet', 'taraf', 'yap', 'açıkla', 'sene', 'zam', 'ol', 'işaret']"
politics,kabine toplantısı kararları bekleniyor,1,bayram sonrası ilk kez cumhurbaşkanı erdoğan liderliğinde kabine toplantısı gerçekleşecek hafta yapılması beklenen yeni kabine toplantısı tarihi belli oldu murat kurum kemal memişoğlu ise ilk kez toplantıya katılacak toplantının ana gündem maddesi em,"['kabine', 'toplantısı', 'kararları', 'bekleniyor']","['kapine', 'toplantı', 'karar', 'bekle']","['bayram', 'sonrası', 'ilk', 'kez', 'cumhurbaşkanı', 'erdoğan', 'liderliğinde', 'kabine', 'toplantısı', 'gerçekleşecek', 'hafta', 'yapılması', 'beklenen', 'yeni', 'kabine', 'toplantısı', 'tarihi', 'belli', 'oldu', 'murat', 'kurum', 'kemal', 'memişoğlu', 'ise', 'ilk', 'kez', 'toplantıya', 'katılacak', 'toplantının', 'ana', 'gündem', 'maddesi', 'em']","['bayram', 'sonra', 'ilk', 'kez', 'cumhurbaşkanı', 'erdoğan', 'liderlik', 'kapine', 'toplantı', 'gerçekleş', 'hafta', 'yap', 'bekle', 'yeni', 'kapine', 'toplantı', 'tarih', 'belli', 'ol', 'murat', 'kurum', 'kemal', 'memişoğlu', 'i', 'ilk', 'kez', 'toplantı', 'kat', 'toplantı', 'ana', 'gündem', 'madde', 'em']"
entertainment,hülya avşarın dansı gündem oldu,1,hülya avşar önce evinin bahçesindeki havuzda yüzdü sonra komşu çocukları eğlendi havuz başında dans etti,"['hülya', 'avşarın', 'dansı', 'gündem', 'oldu']","['hülya', 'avşarın', 'dans', 'gündem', 'ol']","['hülya', 'avşar', 'önce', 'evinin', 'bahçesinde', 'ki', 'havuzda', 'yüzdü', 'sonra', 'komşu', 'çocukları', 'eğlendi', 'havuz', 'başında', 'dans', 'etti']","['hülya', 'avşar', 'önce', 'ev', 'bahçe', 'ki', 'havuz', 'yüz', 'sonra', 'komşu', 'çocuk', 'eğlen', 'havuz', 'baş', 'dans', 'et']"
entertainment,bin tllik kabe sorusu gündem oldu,1,kim milyoner olmak isterde dokuzuncu soruya gelen yarışmacıya kabe tam olarak güneyinizde kalıyorsa hangi il sınırları içerisinde olabilirsiniz diye soruldu yiğit ata cankoy isimli genç kazandığı para ödülüyle yarışmadan çekildi,"['bin', 'tllik', 'kabe', 'sorusu', 'gündem', 'oldu']","['bin', 'tllik', 'kabe', 'soru', 'gündem', 'ol']","['kim', 'milyoner', 'olmak', 'isterde', 'dokuzuncu', 'soruya', 'gelen', 'yarışmacıya', 'kabe', 'tam', 'olarak', 'güneyinizde', 'kalıyorsa', 'hangi', 'il', 'sınırları', 'içerisinde', 'olabilirsiniz', 'diye', 'soruldu', 'yiğit', 'ata', 'cankoy', 'isim', 'li', 'genç', 'kazandığı', 'para', 'ödülüyle', 'yarışmadan', 'çekildi']","['kim', 'milyoner', 'ol', 'ister', 'dokuzuncu', 'soru', 'gel', 'yarışmacı', 'kabe', 'tam', 'olarak', 'güneyi', 'kal', 'hangi', 'il', 'sınır', 'içeri', 'ol', 'diye', 'sor', 'yiğit', 'ata', 'cankoy', 'isim', 'li', 'genç', 'kazan', 'para', 'ödül', 'yarışma', 'çek']"
politics,kabine toplantısı kararları açıklandı,1,bayram sonrası ilk kez cumhurbaşkanı erdoğan liderliğinde kabine toplantısı gerçekleşti kapsamda murat kurum kemal memişoğlu ise ilk kez toplantıya katıldı toplantının ana gündem maddeleri gündemdeki yerini aldı peki temmuz kabine toplantısı kara,"['kabine', 'toplantısı', 'kararları', 'açıklandı']","['kapine', 'toplantı', 'karar', 'açıkla']","['bayram', 'sonrası', 'ilk', 'kez', 'cumhurbaşkanı', 'erdoğan', 'liderliğinde', 'kabine', 'toplantısı', 'gerçekleşti', 'kapsamda', 'murat', 'kurum', 'kemal', 'memişoğlu', 'ise', 'ilk', 'kez', 'toplantıya', 'katıldı', 'toplantının', 'ana', 'gündem', 'maddeleri', 'gündemde', 'ki', 'yerini', 'aldı', 'peki', 'temmuz', 'kabine', 'toplantısı', 'kara']","['bayram', 'sonra', 'ilk', 'kez', 'cumhurbaşkanı', 'erdoğan', 'liderlik', 'kapine', 'toplantı', 'gerçekleş', 'kapsam', 'murat', 'kurum', 'kemal', 'memişoğlu', 'i', 'ilk', 'kez', 'toplantı', 'kat', 'toplantı', 'ana', 'gündem', 'madde', 'gündem', 'ki', 'yer', 'al', 'peki', 'temmuz', 'kapine', 'toplantı', 'kara']"
politics,trumpın fotoğrafı tişörtlere basıldı,1,eski abd başkanı trumpa seçim mitinginde düzenlenen silahlı saldırı dünya gündemine otururken trumpın saldırıdan hemen sonra sağ yumruğunu gökyüzüne kaldırdığı anlarda çekilen fotoğraf gündem oldu dünyanın dört yanında gazete manşetlerinde yer alan,"['trumpın', 'fotoğrafı', 'tişörtlere', 'basıldı']","['trump', 'fotoğraf', 'tişört', 'basıl']","['eski', 'abd', 'başkanı', 'trumpa', 'seçim', 'mitinginde', 'düzenlenen', 'silahlı', 'saldırı', 'dünya', 'gündemine', 'otururken', 'trumpın', 'saldırıdan', 'hemen', 'sonra', 'sağ', 'yumruğunu', 'gökyüzüne', 'kaldırdığı', 'anlarda', 'çekilen', 'fotoğraf', 'gündem', 'oldu', 'dünyanın', 'dört', 'yanında', 'gazete', 'manşetlerinde', 'yer', 'alan']","['eski', 'abd', 'başkan', 'trumpa', 'seçim', 'miting', 'düzenle', 'silahlı', 'saldır', 'dünya', 'gündem', 'otur', 'trump', 'saldırı', 'hemen', 'sonra', 'sağ', 'yumruk', 'gökyüzü', 'kal', 'an', 'çek', 'fotoğraf', 'gündem', 'ol', 'dünya', 'dört', 'yan', 'gazet', 'manşet', 'yer', 'al']"
